"id","date","sport","nom","distance_km","duree_min","denivele_m","vitesse_moy","fc_moy","calories"
"17761131477","2022-09-05 13:54:14","Vélo","2022-09-05-135414","40.19","87.1","33.0","27.69","156.2","637.4"
"17761132675","2022-09-12 17:08:30","Vélo","2022-09-12-170830","25.1","52.6","18.0","28.61","156.4","418.1"
"17761133533","2022-09-12 18:46:06","Vélo","2022-09-12-184606","15.16","37.9","10.0","24.0","","226.4"
"17761135596","2022-09-17 17:13:31","Course","2022-09-17-171331","5.02","38.8","5.0","7.77","167.7",""
"17761136848","2022-09-21 17:37:53","Vélo","2022-09-21-173753","30.14","68.3","11.0","26.48","157.9","447.2"
"17761137744","2022-09-27 19:21:12","Course","2022-09-27-192112","5.01","38.6","5.0","7.8","166.1",""
"17761139492","2022-09-29 17:53:42","Course","2022-09-29-175342","5.05","36.4","4.0","8.33","170.0",""
"17761140878","2022-10-02 15:58:59","Course","2022-10-02-155859","5.04","36.1","5.0","8.37","165.0",""
"17761141814","2022-10-06 17:39:19","Course","2022-10-06-173919","5.1","36.4","4.0","8.4","165.2",""
"17761143673","2022-10-12 17:52:40","Course","2022-10-12-175240","5.06","36.3","4.0","8.37","165.1",""
"17761144970","2022-10-17 17:13:00","Vélo","2022-10-17-171300","3.89","25.4","0.0","9.19","160.0","34.7"
"17761145815","2022-10-17 17:45:46","Course","2022-10-17-174546","1.51","11.1","4.0","8.15","166.4",""
"17761147649","2022-10-19 17:34:49","Course","2022-10-19-173449","5.03","36.9","4.0","8.18","161.7",""
"17761149079","2022-10-25 18:34:07","Course","2022-10-25-183407","5.08","37.2","4.0","8.2","162.0",""
"17761149882","2022-11-27 16:31:18","Course","2022-11-27-163118","5.02","37.5","4.0","8.04","167.0",""
"17761151592","2022-12-09 17:31:56","Course","2022-12-09-173156","5.12","37.4","4.0","8.2","155.4",""
"17761153028","2022-12-13 17:34:57","Vélo","2022-12-13-173457","5.69","36.0","4.0","9.48","155.4","54.4"
"17761153880","2022-12-31 14:39:35","Course","2022-12-31-143935","5.01","33.6","4.0","8.94","",""
"17761155297","2023-01-07 17:29:05","Course","2023-01-07-172905","5.03","34.4","4.0","8.76","162.4",""
"17761156985","2023-01-09 16:59:04","Course","2023-01-09-165904","5.03","34.5","4.0","8.74","162.5",""
"17761157915","2023-01-12 18:06:40","Course","2023-01-12-180640","5.04","37.5","4.0","8.06","164.0",""
"17761159324","2023-01-20 19:34:25","Course","2023-01-20-193425","5.01","38.4","4.0","7.83","166.5",""
"17761160826","2023-01-24 18:36:43","Course","2023-01-24-183643","5.02","35.2","5.0","8.55","160.8",""
"17761161730","2023-02-01 19:04:47","Course","2023-02-01-190447","5.17","37.3","4.0","8.31","161.2",""
"17761163173","2023-02-05 16:07:45","Course","2023-02-05-160745","5.04","37.1","4.0","8.14","162.9",""
"17761164913","2023-02-08 19:15:36","Course","2023-02-08-191536","5.05","38.4","4.0","7.89","159.5",""
"17761165752","2023-02-10 16:33:38","Course","2023-02-10-163338","5.04","35.9","4.0","8.43","157.4",""
"17761167097","2023-02-19 21:54:51","Course","2023-02-19-215451","5.03","35.4","4.0","8.54","162.6",""
"17761168473","2023-03-01 20:57:42","Course","2023-03-01-205742","5.08","35.9","4.0","8.5","162.1",""
"17761169420","2023-03-04 18:18:49","Course","2023-03-04-181849","5.01","37.7","4.0","7.96","160.8",""
"17761170602","2023-03-07 18:10:05","Course","2023-03-07-181005","5.04","35.2","4.0","8.58","153.9",""
"17761172194","2023-03-09 18:16:26","Course","2023-03-09-181626","5.02","35.8","4.0","8.41","153.7",""
"17761173241","2023-03-13 20:15:44","Course","2023-03-13-201544","5.04","35.7","4.0","8.47","158.7",""
"17761174430","2023-03-15 20:06:10","Course","2023-03-15-200610","5.07","35.5","4.0","8.59","158.1",""
"17761176212","2023-03-20 19:23:54","Course","2023-03-20-192354","5.05","33.5","4.0","9.05","162.0",""
"17761177216","2023-03-23 17:39:27","Course","2023-03-23-173927","5.04","35.2","3.0","8.59","159.4",""
"17761178336","2023-03-26 17:32:06","Course","2023-03-26-173206","5.03","34.0","4.0","8.88","158.4",""
"17761180154","2023-03-28 18:33:55","Course","2023-03-28-183355","5.02","34.2","4.0","8.79","159.0",""
"17761181121","2023-03-30 11:44:13","Course","2023-03-30-114413","5.03","33.3","4.0","9.05","162.6",""
"17761182360","2023-03-31 19:01:25","Course","2023-03-31-190125","5.03","34.4","4.0","8.78","154.4",""
"17761183989","2023-04-01 16:57:55","Vélo","2023-04-01-165755","15.17","35.0","20.0","26.02","","229.6"
"17761185094","2023-04-04 18:55:17","Course","2023-04-04-185517","5.03","34.5","4.0","8.76","155.9",""
"17761186071","2023-04-08 13:02:14","Course","2023-04-08-130214","5.05","34.2","4.0","8.86","165.7",""
"17761188000","2023-04-10 12:31:58","Vélo","2023-04-10-123158","25.15","63.9","57.0","23.63","151.6","388.7"
"17761189207","2023-04-10 13:50:08","Vélo","2023-04-10-135008","18.74","50.0","22.0","22.51","143.3","249.1"
"17761189934","2023-04-10 15:13:18","Vélo","2023-04-10-151318","7.06","19.5","11.0","21.73","145.4","93.4"
"17761191856","2023-04-12 06:56:35","Vélo","2023-04-12-065635","25.07","69.6","57.0","21.61","140.6","367.4"
"17761193128","2023-04-12 17:34:51","Vélo","2023-04-12-173451","25.21","66.7","29.0","22.67","131.2","337.1"
"17761194010","2023-04-13 07:13:19","Vélo","2023-04-13-071319","25.26","70.1","57.0","21.63","136.3","377.0"
"17761195763","2023-04-13 17:26:23","Vélo","2023-04-13-172623","26.08","71.1","37.0","22.01","132.3","354.9"
"17761196925","2023-04-14 07:20:51","Vélo","2023-04-14-072051","25.13","72.1","57.0","20.91","131.3","368.0"
"17761197820","2023-04-14 16:39:50","Vélo","2023-04-14-163950","25.62","69.0","31.0","22.27","127.2","341.1"
"17761199629","2023-05-01 18:17:31","Course","2023-05-01-181731","5.03","36.0","4.0","8.38","163.7",""
"17761200789","2023-05-05 17:48:42","Vélo","2023-05-05-174842","30.29","67.0","20.0","27.13","153.5","469.9"
"17761201618","2023-05-08 06:58:11","Vélo","2023-05-08-065811","26.76","69.7","58.0","23.03","146.4","407.1"
"17761203519","2023-05-08 17:38:06","Vélo","2023-05-08-173806","27.38","67.6","34.0","24.31","137.4","414.9"
"17761204702","2023-05-09 07:06:10","Vélo","2023-05-09-070610","26.7","69.5","57.0","23.04","138.0","395.2"
"17761205489","2023-05-09 17:40:13","Vélo","2023-05-09-174013","26.27","66.6","32.0","23.67","139.5","374.9"
"17761207307","2023-05-10 07:10:40","Vélo","2023-05-10-071040","27.21","74.5","57.0","21.92","136.7","401.5"
"17761208625","2023-05-10 17:07:42","Vélo","2023-05-10-170742","26.21","69.2","34.0","22.73","132.3","357.0"
"17761209372","2023-05-15 07:12:42","Vélo","2023-05-15-071242","21.45","53.8","20.0","23.91","133.2","303.2"
"17761211159","2023-05-15 16:52:20","Vélo","2023-05-15-165220","26.32","69.3","35.0","22.79","139.0","378.6"
"17761212557","2023-05-24 06:58:46","Vélo","2023-05-24-065846","26.77","65.8","55.0","24.42","146.3","410.4"
"17761213315","2023-05-24 17:38:09","Vélo","2023-05-24-173809","26.72","70.6","33.0","22.71","140.5","382.7"
"17761215075","2023-05-25 07:09:17","Vélo","2023-05-25-070917","27.11","69.9","55.0","23.28","147.9","417.1"
"17761216406","2023-05-25 18:29:18","Vélo","2023-05-25-182918","26.39","70.1","41.0","22.58","140.6","401.4"
"17761217252","2023-05-29 07:12:43","Vélo","2023-05-29-071243","26.86","68.3","56.0","23.59","143.7","409.6"
"17761218894","2023-05-29 17:03:14","Vélo","2023-05-29-170314","26.48","65.8","34.0","24.16","138.3","397.8"
"17761220277","2023-05-30 17:36:16","Vélo","2023-05-30-173616","27.15","69.4","28.0","23.48","132.4","402.7"
"17761221063","2023-06-01 07:23:41","Vélo","2023-06-01-072341","27.43","68.6","55.0","23.99","144.1","432.9"
"17761222857","2023-06-01 17:46:41","Vélo","2023-06-01-174641","26.39","68.1","35.0","23.25","132.8","395.4"
"17761224257","2023-06-05 07:15:21","Vélo","2023-06-05-071521","25.75","62.4","54.0","24.78","140.2","424.7"
"17761225179","2023-06-05 17:21:59","Vélo","2023-06-05-172159","25.27","59.9","33.0","25.3","143.5","409.4"
"17761226848","2023-06-06 07:17:08","Vélo","2023-06-06-071708","25.76","62.6","55.0","24.67","138.5","423.2"
"17761228131","2023-06-06 17:09:24","Vélo","2023-06-06-170924","25.17","59.2","36.0","25.51","137.6","390.4"
"17761229083","2023-06-09 07:14:49","Vélo","2023-06-09-071449","25.79","65.7","59.0","23.54","141.3","409.0"
"17761230552","2023-06-09 16:39:53","Vélo","2023-06-09-163953","25.44","63.0","33.0","24.22","135.7","390.5"
"17761231994","2023-06-12 16:59:21","Vélo","2023-06-12-165921","25.03","63.2","34.0","23.77","137.1","384.9"
"17761233032","2023-06-19 07:13:27","Vélo","2023-06-19-071327","24.33","64.8","60.0","22.54","145.2","391.9"
"17761234296","2023-06-19 16:55:11","Vélo","2023-06-19-165511","26.12","63.6","38.0","24.63","149.9","417.0"
"17761235677","2023-06-20 17:38:24","Vélo","2023-06-20-173824","26.25","69.8","38.0","22.55","139.8","396.4"
"17761236787","2023-06-26 12:36:57","Vélo","2023-06-26-123657","4.75","9.6","8.0","29.74","141.2","81.4"
"17761238093","2023-06-27 07:08:25","Vélo","2023-06-27-070825","25.87","66.5","55.0","23.32","147.6","402.5"
"17761239684","2023-06-27 17:18:17","Vélo","2023-06-27-171817","25.31","63.9","29.0","23.76","138.5","365.9"
"17761240576","2023-06-28 07:19:41","Vélo","2023-06-28-071941","25.73","64.4","56.0","23.97","138.2","402.7"
"17761242013","2023-06-28 17:02:04","Vélo","2023-06-28-170204","25.25","62.7","33.0","24.15","141.8","373.6"
"17761243545","2023-07-07 11:24:24","Vélo","2023-07-07-112424","32.93","75.1","50.0","26.31","151.5","509.6"
"17761244599","2023-07-07 14:33:39","Vélo","2023-07-07-143339","33.03","77.7","49.0","25.51","160.1","497.6"
"17761245680","2023-07-10 07:19:14","Vélo","2023-07-10-071914","26.1","66.8","57.0","23.43","148.3","396.3"
"17761247264","2023-07-10 18:03:39","Vélo","2023-07-10-180339","25.62","69.9","33.0","21.98","129.2","361.2"
"17761248376","2023-07-11 16:58:43","Vélo","2023-07-11-165843","29.99","66.5","20.0","27.07","155.5","445.1"
"17761249360","2023-07-12 07:34:47","Vélo","2023-07-12-073447","25.98","69.9","55.0","22.3","139.6","385.6"
"17761251015","2023-07-12 17:36:24","Vélo","2023-07-12-173624","25.27","66.1","33.0","22.95","136.1","354.9"
"17761252079","2023-07-16 13:39:59","Vélo","2023-07-16-133959","42.13","100.3","39.0","25.2","156.7","616.5"
"17761253081","2023-07-17 07:29:30","Vélo","2023-07-17-072930","25.85","68.2","56.0","22.75","141.1","398.4"
"17761254441","2023-07-17 17:25:58","Vélo","2023-07-17-172558","27.46","68.5","36.0","24.05","141.2","399.5"
"17761255562","2023-07-23 12:42:04","Vélo","2023-07-23-124204","32.98","79.5","50.0","24.89","158.2","486.5"
"17761256445","2023-07-23 15:01:50","Vélo","2023-07-23-150150","33.0","79.2","46.0","24.99","159.2","475.8"
"17761258353","2023-07-24 07:22:46","Vélo","2023-07-24-072246","25.85","69.6","58.0","22.3","139.0","377.0"
"17761259462","2023-08-03 17:56:21","Vélo","2023-08-03-175621","31.35","75.8","40.0","24.81","147.3","463.5"
"17761260554","2023-08-21 07:23:33","Vélo","2023-08-21-072333","25.79","67.2","55.0","23.01","149.8","388.3"
"17761262042","2023-08-21 16:52:56","Vélo","2023-08-21-165256","25.51","63.3","38.0","24.18","145.3","359.8"
"17761263266","2023-08-22 07:15:49","Vélo","2023-08-22-071549","23.14","58.7","30.0","23.67","142.6","324.7"
"17761264137","2023-08-22 08:15:38","Vélo","2023-08-22-081538","2.48","12.9","25.0","11.55","143.7","56.6"
"17761265777","2023-08-22 17:14:06","Vélo","2023-08-22-171406","25.5","66.0","33.0","23.19","142.1","353.9"
"17761267037","2023-08-23 07:45:51","Vélo","2023-08-23-074551","25.49","68.5","54.0","22.32","141.2","373.2"
"17761267966","2023-08-23 16:59:03","Vélo","2023-08-23-165903","25.37","67.2","33.0","22.64","135.6","362.7"
"17761269188","2023-08-28 07:27:33","Vélo","2023-08-28-072733","25.96","67.7","58.0","23.0","149.1","392.9"
"17761270743","2023-08-28 16:45:19","Vélo","2023-08-28-164519","25.47","65.6","33.0","23.29","145.2","364.9"
"17761271734","2023-08-31 07:23:53","Vélo","2023-08-31-072353","25.68","70.0","57.0","22.0","152.2","372.6"
"17761273057","2023-08-31 19:15:18","Vélo","2023-08-31-191518","1.87","4.1","0.0","27.16","121.5","24.3"
"17761274562","2023-09-05 17:08:52","Vélo","2023-09-05-170852","34.55","83.7","40.0","24.76","159.9","513.7"
"17761275374","2023-09-06 07:17:24","Vélo","2023-09-06-071724","25.79","70.8","57.0","21.85","143.3","376.1"
"17761277099","2023-09-06 17:00:21","Vélo","2023-09-06-170021","24.71","68.1","29.0","21.76","145.8","337.1"
"17761278314","2023-09-06 18:18:21","Vélo","2023-09-06-181821","1.48","3.8","0.0","23.41","144.6","22.4"
"17761279166","2023-09-11 07:18:42","Vélo","2023-09-11-071842","25.43","68.5","56.0","22.26","144.2","372.6"
"17761280895","2023-09-11 17:02:08","Vélo","2023-09-11-170208","25.38","62.8","35.0","24.26","145.7","385.9"
"17761282200","2023-09-20 16:54:38","Vélo","2023-09-20-165438","25.6","66.4","38.0","23.13","138.9","369.8"
"17761283042","2023-10-02 07:26:03","Vélo","2023-10-02-072603","25.71","67.8","54.0","22.75","154.7","395.3"
"17761284811","2023-10-02 17:16:51","Vélo","2023-10-02-171651","28.32","74.2","42.0","22.9","140.5","397.3"
"17761285846","2023-10-11 18:35:43","Vélo","2023-10-11-183543","3.31","23.1","0.0","8.59","168.7","23.6"
"17761286777","2023-10-13 17:32:09","Course","2023-10-13-173209","3.04","23.0","0.0","7.91","158.4",""
"17761288466","2023-10-15 17:34:30","Vélo","2023-10-15-173430","4.5","28.6","5.0","9.43","165.0","42.0"
"17761289655","2023-10-17 17:35:49","Course","2023-10-17-173549","5.36","36.0","4.0","8.94","162.8",""
"17761290428","2023-10-20 17:57:06","Course","2023-10-20-175706","5.12","36.0","3.0","8.55","163.7",""
"17761291687","2023-10-24 17:10:09","Course","2023-10-24-171009","5.07","35.7","4.0","8.51","159.4",""
"17761293253","2023-10-30 21:58:27","Course","2023-10-30-215827","5.02","35.2","4.0","8.56","156.8",""
"17761294093","2023-11-01 17:07:22","Course","2023-11-01-170722","5.04","33.9","4.0","8.93","160.6",""
"17761295421","2023-11-05 17:22:41","Course","2023-11-05-172241","5.04","34.8","4.0","8.7","163.9",""
"17761297084","2023-11-09 20:49:40","Course","2023-11-09-204940","5.08","35.1","4.0","8.69","160.1",""
"17761297856","2023-11-13 19:37:03","Course","2023-11-13-193703","5.03","35.4","4.0","8.53","152.9",""
"17761299425","2023-11-20 18:15:36","Course","2023-11-20-181536","5.03","34.3","4.0","8.79","152.2",""
"17761300878","2023-11-25 14:11:14","Course","2023-11-25-141114","5.03","34.8","4.0","8.68","161.6",""
"17761301619","2023-12-05 20:17:53","Course","2023-12-05-201753","5.02","35.9","4.0","8.39","156.6",""
"17761302834","2023-12-10 22:09:01","Course","2023-12-10-220901","5.05","36.5","4.0","8.31","156.3",""
"17761304664","2023-12-25 17:20:07","Course","2023-12-25-172007","5.05","37.8","4.0","8.0","159.7",""
"17761305450","2024-01-01 17:28:07","Course","2024-01-01-172807","5.04","35.8","4.0","8.45","156.8",""
"17761306425","2024-01-07 22:12:35","Course","2024-01-07-221235","5.02","40.1","4.0","7.51","158.1",""
"17761307981","2024-01-14 21:59:51","Course","2024-01-14-215951","5.03","37.3","4.0","8.09","157.6",""
"17761309211","2024-01-19 19:18:58","Course","2024-01-19-191858","5.03","34.4","4.0","8.78","156.3",""
"17761310364","2024-01-23 22:14:00","Course","2024-01-23-221400","5.02","34.3","4.0","8.78","157.3",""
"17761312185","2024-02-13 17:10:09","Course","2024-02-13-171009","5.03","36.1","4.0","8.36","",""
"17761313085","2024-02-18 12:59:21","Course","2024-02-18-125921","5.11","36.8","4.0","8.34","164.0",""
"17761313998","2024-02-25 14:00:29","Course","2024-02-25-140029","5.14","36.0","5.0","8.55","167.1",""
"17761315634","2024-02-27 19:09:24","Course","2024-02-27-190924","5.04","35.6","4.0","8.49","165.7",""
"17761316516","2024-03-02 18:31:07","Course","2024-03-02-183107","5.02","36.6","7.0","8.23","156.5",""
"17761317528","2024-03-03 14:06:15","Course","2024-03-03-140615","5.01","36.0","7.0","8.34","",""
"17761319347","2024-03-04 17:45:50","Vélo","2024-03-04-174550","10.3","26.0","20.0","23.78","140.0","146.5"
"17761320324","2024-03-07 16:32:01","Vélo","2024-03-07-163201","7.6","18.6","9.0","24.53","146.3","105.5"
"17761321223","2024-03-07 17:01:34","Vélo","2024-03-07-170134","7.55","17.7","12.0","25.56","151.7","115.1"
"17761322745","2024-03-14 17:44:18","Vélo","2024-03-14-174418","25.41","59.4","16.0","25.68","152.3","370.1"
"17761323866","2024-03-16 17:59:56","Course","2024-03-16-175956","5.04","36.4","4.0","8.29","153.9",""
"17761324721","2024-03-23 18:30:48","Vélo","2024-03-23-183048","6.18","45.5","7.0","8.15","157.5","45.1"
"17761326479","2024-03-25 17:06:10","Course","2024-03-25-170610","5.0","36.1","4.0","8.31","157.4",""
"17761327592","2024-03-27 16:17:48","Vélo","2024-03-27-161748","30.07","79.4","17.0","22.74","","403.7"
"17761328550","2024-04-07 15:13:14","Vélo","2024-04-07-151315","44.05","98.8","62.0","26.76","153.0","489.5"
"17761330106","2024-04-09 06:52:30","Vélo","2024-04-09-065230","25.74","69.8","55.0","22.13","145.1","359.8"
"17761331258","2024-04-09 17:10:26","Vélo","2024-04-09-171026","25.23","79.1","32.0","19.13","140.3","293.3"
"17761332220","2024-04-11 07:04:34","Vélo","2024-04-11-070434","25.79","70.8","55.0","21.85","137.8","360.4"
"17761333795","2024-04-11 17:21:56","Vélo","2024-04-11-172156","25.16","72.8","30.0","20.74","133.7","314.5"
"17761334886","2024-04-15 07:12:23","Vélo","2024-04-15-071223","25.72","68.9","55.0","22.41","142.4","359.2"
"17761335689","2024-04-15 17:02:21","Vélo","2024-04-15-170221","25.71","70.4","32.0","21.91","141.0","332.6"
"17761337297","2024-04-26 16:31:10","Vélo","2024-04-26-163110","4.32","11.2","2.0","23.2","124.9","56.7"
"17761338452","2024-04-26 16:44:12","Vélo","2024-04-26-164412","4.35","11.1","3.0","23.62","134.1","58.0"
"17761339330","2024-04-29 07:13:56","Vélo","2024-04-29-071356","25.77","70.6","55.0","21.9","153.4","356.1"
"17761340863","2024-04-29 17:22:20","Vélo","2024-04-29-172220","25.09","73.8","33.0","20.41","138.3","299.9"
"17761342075","2024-05-22 07:17:06","Vélo","2024-05-22-071706","28.18","78.0","59.0","21.69","154.9","404.6"
"17761342777","2024-05-22 17:29:27","Vélo","2024-05-22-172927","25.31","74.3","32.0","20.43","137.3","310.0"
"17761344291","2024-05-31 17:47:56","Vélo","2024-05-31-174756","35.35","86.3","40.0","24.57","150.3","509.2"
"17761345545","2024-06-01 13:04:04","Vélo","2024-06-01-130404","50.54","127.1","59.0","23.85","144.3","696.3"
"17761346201","2024-06-03 07:22:54","Vélo","2024-06-03-072254","24.83","73.5","58.0","20.27","138.2","338.3"
"17761347844","2024-06-03 17:32:03","Vélo","2024-06-03-173203","24.36","66.5","35.0","21.98","137.1","325.1"
"17761349067","2024-06-05 07:24:00","Vélo","2024-06-05-072400","24.64","70.2","59.0","21.07","143.1","343.1"
"17761349761","2024-06-05 17:18:30","Vélo","2024-06-05-171830","24.34","69.5","35.0","21.02","129.2","308.6"
"17761351294","2024-06-11 07:25:08","Vélo","2024-06-11-072508","24.6","69.6","58.0","21.2","150.2","351.3"
"17761352522","2024-06-11 17:41:18","Vélo","2024-06-11-174118","24.44","65.7","35.0","22.34","143.2","337.2"
"17761353309","2024-06-13 09:43:14","Vélo","2024-06-13-094314","24.64","63.9","58.0","23.13","146.3","381.5"
"17761354896","2024-06-13 17:50:20","Vélo","2024-06-13-175020","1.09","3.0","0.0","22.01","108.4","20.2"
"17761356082","2024-06-13 17:53:43","Vélo","2024-06-13-175343","23.38","63.2","35.0","22.19","139.1","324.3"
"17761356940","2024-06-16 13:59:18","Vélo","2024-06-16-135918","35.22","87.0","83.0","24.3","141.0","522.6"
"17761358336","2024-06-19 07:22:31","Vélo","2024-06-19-072231","25.84","73.0","56.0","21.25","143.2","360.0"
"17761359642","2024-06-19 18:03:54","Vélo","2024-06-19-180354","25.31","68.4","33.0","22.19","135.4","329.0"
"17761360334","2024-06-25 07:34:16","Vélo","2024-06-25-073416","27.4","77.1","55.0","21.33","131.5","375.0"
"17761361714","2024-06-25 17:59:57","Vélo","2024-06-25-175957","24.86","70.8","33.0","21.08","133.1","315.8"
"17761363263","2024-06-30 12:54:38","Vélo","2024-06-30-125438","49.66","127.9","50.0","23.3","156.4","677.5"
"17761363906","2024-07-02 07:24:22","Vélo","2024-07-02-072422","27.34","73.7","54.0","22.26","148.1","383.4"
"17761365502","2024-07-02 17:48:57","Vélo","2024-07-02-174857","25.36","69.6","33.0","21.87","141.5","324.4"
"17761366941","2024-07-04 07:12:15","Vélo","2024-07-04-071215","27.55","78.8","55.0","20.99","138.4","374.0"
"17761367787","2024-07-04 17:44:31","Vélo","2024-07-04-174431","25.76","73.5","33.0","21.03","128.3","328.0"
"17761369149","2024-07-08 06:30:22","Vélo","2024-07-08-063022","27.54","69.6","56.0","23.73","142.8","412.4"
"17761370508","2024-07-08 16:29:33","Vélo","2024-07-08-162933","25.45","66.6","33.0","22.92","141.6","354.6"
"17761371299","2024-07-14 13:01:50","Vélo","2024-07-14-130150","48.65","124.4","50.0","23.46","148.2","670.7"
"17761372740","2024-07-16 07:23:15","Vélo","2024-07-16-072315","27.48","72.9","56.0","22.62","144.3","385.1"
"17761374228","2024-07-16 17:58:11","Vélo","2024-07-16-175811","25.78","66.9","34.0","23.11","143.7","357.1"
"17761375299","2024-07-18 07:00:29","Vélo","2024-07-18-070029","27.53","71.9","55.0","22.97","140.3","394.2"
"17761376697","2024-07-18 17:32:33","Vélo","2024-07-18-173233","25.78","65.4","33.0","23.65","128.3","363.8"
"17761378071","2024-07-19 07:27:06","Vélo","2024-07-19-072706","26.9","70.8","54.0","22.78","132.2","386.1"
"17761378856","2024-07-19 17:58:15","Vélo","2024-07-19-175815","26.21","70.0","65.0","22.49","133.9","392.7"
"17761380113","2024-07-22 07:17:34","Vélo","2024-07-22-071734","27.52","64.7","55.0","25.53","144.4","453.9"
"17761381584","2024-07-22 17:41:17","Vélo","2024-07-22-174117","25.91","62.8","33.0","24.75","140.4","389.5"
"17761382367","2024-07-24 07:23:52","Vélo","2024-07-24-072352","27.56","68.5","56.0","24.13","144.0","425.5"
"17761383561","2024-07-24 17:32:20","Vélo","2024-07-24-173220","25.32","62.2","33.0","24.43","138.0","373.7"
"17761384820","2024-07-30 17:36:56","Vélo","2024-07-30-173656","22.86","54.9","29.0","25.0","147.4","355.0"
"17761385619","2024-07-30 18:35:17","Vélo","2024-07-30-183517","2.74","6.2","4.0","26.55","163.1","39.0"
"17761386734","2024-08-01 07:13:55","Vélo","2024-08-01-071355","27.46","70.8","55.0","23.28","144.4","413.3"
"17761388061","2024-08-01 16:23:25","Vélo","2024-08-01-162325","25.73","61.5","33.0","25.11","143.8","378.8"
"17761388921","2024-08-06 07:22:37","Vélo","2024-08-06-072237","27.53","68.0","55.0","24.28","145.0","435.8"
"17761390080","2024-08-06 17:57:51","Vélo","2024-08-06-175751","25.43","58.6","32.0","26.06","145.9","408.4"
"17761391470","2024-08-07 07:18:16","Vélo","2024-08-07-071816","27.68","72.9","55.0","22.78","134.3","405.8"
"17761392392","2024-08-07 17:07:01","Vélo","2024-08-07-170701","25.57","62.6","30.0","24.51","131.5","381.4"
"17761393351","2024-08-08 07:11:51","Vélo","2024-08-08-071151","27.56","71.8","55.0","23.02","135.9","407.1"
"17761394860","2024-08-08 17:47:17","Vélo","2024-08-08-174717","1.5","5.2","0.0","17.46","106.9","11.3"
"17761395829","2024-08-08 17:52:58","Vélo","2024-08-08-175258","0.0","0.0","0.0","0.0","0.0",""
"17761396648","2024-08-14 07:23:39","Vélo","2024-08-14-072339","27.51","68.1","55.0","24.25","141.2","430.8"
"17761398298","2024-08-14 16:49:59","Vélo","2024-08-14-164959","26.57","66.5","36.0","23.97","","400.6"
"17761399191","2024-08-26 07:36:20","Vélo","2024-08-26-073620","2.23","5.7","0.0","23.4","128.6","29.1"
"17761399867","2024-08-26 17:28:17","Vélo","2024-08-26-172817","25.46","61.7","32.0","24.77","148.0","388.6"
"17761401523","2024-08-28 07:41:53","Vélo","2024-08-28-074153","27.42","70.6","56.0","23.29","151.0","415.4"
"17761402612","2024-08-28 17:40:02","Vélo","2024-08-28-174002","25.24","57.8","36.0","26.19","148.6","393.8"
"17761403441","2024-09-05 07:16:46","Vélo","2024-09-05-071646","25.96","60.4","32.0","25.8","148.7","394.1"
"17761405055","2024-09-05 08:18:19","Vélo","2024-09-05-081819","0.01","0.0","0.0","46.73","147.0",""
"17761406084","2024-09-05 17:54:49","Vélo","2024-09-05-175449","25.35","61.3","33.0","24.8","143.2","380.6"
"17761406885","2024-09-16 17:16:20","Vélo","2024-09-16-171620","25.53","62.8","33.0","24.39","145.1","373.4"
"17761408563","2024-09-19 07:27:51","Vélo","2024-09-19-072751","27.34","64.2","56.0","25.56","143.6","430.8"
"17761409570","2024-09-19 17:32:23","Vélo","2024-09-19-173223","25.29","62.0","32.0","24.48","134.8","372.2"
"17761410270","2024-09-23 07:22:56","Vélo","2024-09-23-072256","27.48","63.5","56.0","25.98","144.6","457.2"
"17761411758","2024-09-23 17:20:37","Vélo","2024-09-23-172037","25.22","60.2","32.0","25.15","142.4","390.5"
"17761412920","2024-10-01 07:07:52","Vélo","2024-10-01-070752","27.35","63.8","56.0","25.73","141.4","436.9"
"17761413650","2024-10-01 17:29:47","Vélo","2024-10-01-172947","25.23","61.3","32.0","24.7","138.0","384.0"
"17761415025","2024-10-03 07:27:24","Vélo","2024-10-03-072724","27.44","65.3","55.0","25.22","146.2","434.4"
"17761416394","2024-10-03 17:51:56","Vélo","2024-10-03-175156","25.44","60.5","33.0","25.23","140.0","388.2"
"17761417133","2024-10-11 15:26:15","Course","2024-10-11-152615","3.04","18.8","0.0","9.71","163.8",""
"17761418512","2024-10-13 17:28:49","Course","2024-10-13-172849","5.03","30.6","5.0","9.86","161.8",""
"17761419701","2024-10-15 16:07:58","Course","2024-10-15-160758","5.06","29.8","5.0","10.19","164.0",""
"17761420452","2024-10-17 17:16:36","Course","2024-10-17-171636","5.05","28.8","5.0","10.5","161.7",""
"17761422010","2024-10-20 15:35:36","Course","2024-10-20-153536","5.05","29.7","6.0","10.21","157.9",""
"17761423180","2024-10-23 15:15:40","Course","2024-10-23-151540","5.04","30.7","9.0","9.85","155.4",""
"17761423963","2024-10-25 18:58:08","Course","2024-10-25-185808","5.06","28.2","4.0","10.75","159.1",""
"17761425268","2024-11-04 16:35:22","Course","2024-11-04-163522","5.07","28.9","4.0","10.52","159.7",""
"17761426747","2024-11-09 14:36:37","Course","2024-11-09-143637","7.07","42.4","6.0","10.01","161.1",""
"17761427450","2024-11-11 17:53:29","Course","2024-11-11-175329","5.06","28.4","5.0","10.7","163.3",""
"17761428779","2024-11-14 18:13:58","Course","2024-11-14-181358","5.05","27.3","5.0","11.11","162.8",""
"17761430149","2024-11-16 18:27:07","Course","2024-11-16-182707","5.1","27.1","5.0","11.3","160.6",""
