"id","date","sport","nom","distance_km","duree_min","denivele_m","vitesse_moy","fc_moy","calories"
"17761430858","2024-11-18 14:42:33","Course","2024-11-18-144233","5.08","28.8","4.0","10.58","153.3",""
"17761432074","2024-11-20 17:17:43","Course","2024-11-20-171743","10.08","58.6","6.0","10.32","156.2",""
"17761433219","2024-11-23 22:18:57","Course","2024-11-23-221857","5.08","27.6","4.0","11.05","153.4",""
"17761434252","2024-11-25 20:57:38","Course","2024-11-25-205738","10.06","57.6","6.0","10.48","152.7",""
"17761435474","2024-11-27 18:10:24","Course","2024-11-27-181024","5.04","27.6","4.0","10.95","154.3",""
"17761436803","2024-11-29 18:55:56","Course","2024-11-29-185556","5.05","28.7","5.0","10.56","149.3",""
"17761437513","2024-12-01 16:32:28","Course","2024-12-01-163228","12.11","71.0","9.0","10.23","150.1",""
"17761438666","2024-12-04 18:53:09","Course","2024-12-04-185309","5.05","28.0","5.0","10.83","158.7",""
"17761439970","2024-12-08 17:27:42","Course","2024-12-08-172742","10.08","58.5","3.0","10.33","151.4",""
"17761440857","2024-12-11 19:30:08","Course","2024-12-11-193008","5.05","27.4","4.0","11.08","155.0",""
"17761441930","2024-12-16 18:24:22","Course","2024-12-16-182422","5.17","28.4","5.0","10.91","149.8",""
"17761443205","2024-12-20 18:25:20","Course","2024-12-20-182520","5.06","27.8","5.0","10.95","163.0",""
"17761444031","2024-12-23 21:18:16","Course","2024-12-23-211816","5.03","28.9","5.0","10.45","156.5",""
"17761445030","2024-12-27 18:13:12","Course","2024-12-27-181312","5.04","28.1","5.0","10.79","155.0",""
"14347296386","2025-01-06 17:43:20","Course","Course à pied dans l'après-midi","5.04","28.4","5.0","10.64","153.2",""
"14347296376","2025-01-07 19:20:17","Course","Course à pied en soirée","5.04","29.7","5.0","10.17","154.8",""
"14347296139","2025-01-10 18:48:34","Course","Course à pied en soirée","5.06","27.5","5.0","11.05","155.6",""
"14347296160","2025-01-13 20:52:38","Course","Course à pied en soirée","5.05","30.0","5.0","10.08","154.9",""
"14347296447","2025-01-15 16:43:03","Course","Course à pied dans l'après-midi","5.04","27.8","5.0","10.9","150.2",""
"14347296290","2025-01-18 10:16:03","Course","Course à pied le matin","10.15","58.1","22.0","10.47","158.6",""
"14347296214","2025-01-21 17:24:02","Course","Course à pied dans l'après-midi","0.3","1.5","0.0","11.94","160.3",""
"14347296212","2025-01-25 14:06:56","Vélo","Sortie vélo dans l'après-midi","0.58","3.2","0.0","10.86","164.0","4.9"
"14347296225","2025-01-29 20:36:18","Course","Course à pied en soirée","0.47","2.7","0.0","10.44","166.1",""
"14347296234","2025-02-01 10:14:03","Course","Course à pied le matin","0.09","0.1","0.0","37.3","164.0",""
"14347296245","2025-02-03 20:14:25","Course","Course à pied en soirée","5.06","31.1","5.0","9.77","157.2",""
"14347296306","2025-02-05 20:31:23","Course","Course à pied en soirée","5.06","26.4","5.0","11.52","155.3",""
"14347296323","2025-02-08 10:14:48","Course","Course à pied le matin","13.63","78.8","12.0","10.38","157.5",""
"14347296391","2025-02-12 22:04:51","Course","Course à pied de nuit","5.03","26.4","5.0","11.41","157.6",""
"14347296435","2025-02-15 09:59:58","Course","Course à pied le matin","10.24","62.1","37.0","9.9","155.9",""
"14347296407","2025-02-20 15:02:11","Course","Course à pied dans l'après-midi","5.07","28.0","5.0","10.88","152.4",""
"14347296438","2025-02-22 11:08:19","Course","Course à pied le midi","10.46","62.6","40.0","10.03","155.6",""
"14347296458","2025-02-24 19:00:22","Course","Course à pied en soirée","5.05","27.5","5.0","11.02","156.1",""
"14347296280","2025-02-27 16:52:25","Course","Course à pied dans l'après-midi","5.06","27.4","4.0","11.07","158.0",""
"14347296417","2025-03-01 10:18:42","Course","Course à pied le matin","10.21","64.1","43.0","9.56","155.0",""
"14347296416","2025-03-03 11:43:32","Course","Course à pied le midi","10.04","54.1","6.0","11.12","157.5",""
"17761446500","2025-03-04 17:49:51","Course","2025-03-04-174951","5.05","28.8","5.0","10.52","152.5",""
"14347296401","2025-03-08 11:25:21","Course","Course à pied le midi","15.05","86.9","20.0","10.39","154.1",""
"14347296394","2025-03-11 19:49:04","Course","Course à pied en soirée","5.06","26.5","5.0","11.45","157.5",""
"14347318526","2025-03-15 11:39:56","Vélo","Sortie vélo le midi","25.11","56.5","21.0","26.64","144.8","396.1"
"14347318511","2025-03-15 13:08:52","Course","Course à pied dans l'après-midi","5.04","27.0","5.0","11.19","162.0",""
"14347318568","2025-03-17 20:03:04","Course","Course à pied en soirée","5.06","26.9","4.0","11.3","151.2",""
"14347318549","2025-03-18 17:30:09","Vélo","Sortie vélo dans l'après-midi","20.09","44.9","21.0","26.87","139.7","328.6"
"14347318379","2025-03-22 11:01:30","Course","Course à pied le midi","9.07","52.2","16.0","10.43","155.7",""
"14347318470","2025-03-22 12:04:31","Course","Course à pied le midi","1.43","8.4","5.0","10.17","160.2",""
"14347318359","2025-03-24 21:38:03","Course","Course à pied de nuit","5.07","27.2","5.0","11.2","154.3",""
"14347318508","2025-03-27 21:05:10","Course","Course à pied de nuit","5.05","26.1","5.0","11.63","154.2",""
"14347318333","2025-03-29 11:13:01","Course","Course à pied le midi","5.06","27.1","4.0","11.21","149.4",""
"14347318693","2025-03-31 19:46:40","Course","Course à pied en soirée","5.05","26.5","5.0","11.46","",""
"14347318339","2025-04-07 17:13:11","Course","Course à pied dans l'après-midi","5.05","27.7","5.0","10.95","156.3",""
"14347318674","2025-04-09 19:50:44","Course","Course à pied en soirée","5.06","25.9","5.0","11.71","167.0",""
"14347318706","2025-04-13 14:52:51","Vélo","Sortie vélo dans l'après-midi","18.7","41.3","14.0","27.16","144.6","292.8"
"14347318550","2025-04-13 15:58:06","Vélo","Sortie vélo dans l'après-midi","21.57","47.0","19.0","27.54","146.0","364.7"
"14347318733","2025-04-14 07:12:58","Vélo","Sortie vélo le matin","25.83","64.3","56.0","24.09","133.6","411.5"
"14347318836","2025-04-14 17:20:19","Vélo","Sortie vélo dans l'après-midi","25.42","63.6","34.0","23.98","131.6","371.6"
"14347318671","2025-04-20 13:35:54","Course","Course à pied dans l'après-midi","5.03","27.8","5.0","10.85","153.4",""
"14347318826","2025-04-20 14:33:36","Vélo","Sortie vélo dans l'après-midi","30.26","68.6","27.0","26.47","145.2","485.0"
"14347318772","2025-04-23 09:42:48","Vélo","Sortie vélo le matin","30.28","71.9","72.0","25.26","148.0","487.4"
"14347318715","2025-04-25 18:31:15","Course","Course à pied en soirée","5.06","27.0","5.0","11.25","152.0",""
"14347318500","2025-04-27 15:08:03","Course","Course à pied dans l'après-midi","5.03","26.9","5.0","11.23","150.8",""
"14347318545","2025-04-29 07:08:52","Vélo","Sortie vélo le matin","25.0","60.8","56.0","24.66","138.6","421.5"
"14347318548","2025-04-29 16:44:19","Vélo","Sortie vélo dans l'après-midi","26.17","62.1","30.0","25.26","140.9","393.2"
"14343260958","2025-05-01 07:14:40","Vélo","Morning Ride","24.8","58.1","56.0","25.59","","430.3"
"14367627364","2025-05-01 17:11:16","Vélo","Afternoon Ride","25.52","58.5","29.0","26.18","","427.0"
"14367627329","2025-05-03 13:28:27","Course","Afternoon Run","5.01","27.2","5.0","11.06","",""
"14378127147","2025-05-04 13:12:32","Course","Afternoon Run","5.01","28.4","5.0","10.6","147.6",""
"14404531563","2025-05-07 07:15:35","Vélo","Morning Ride","24.64","56.2","56.0","26.33","134.7","434.9"
"14410070635","2025-05-07 17:26:21","Vélo","Afternoon Ride","25.56","62.0","29.0","24.75","134.5","392.3"
"14420256473","2025-05-08 17:45:41","Course","Afternoon Run","5.0","26.3","4.0","11.4","151.0",""
"14438297563","2025-05-10 12:51:07","Course","Lunch Run","5.0","27.6","5.0","10.88","147.0",""
"14449915808","2025-05-11 13:40:26","Vélo","Afternoon Ride","30.01","64.3","72.0","28.0","137.2","517.4"
"14466343286","2025-05-13 07:19:50","Vélo","Morning Ride","29.8","72.7","84.0","24.6","133.8","492.7"
"14471827719","2025-05-13 16:21:50","Vélo","Afternoon Ride","28.02","68.2","54.0","24.67","134.7","446.1"
"14488030768","2025-05-15 07:11:45","Vélo","Morning Ride","27.25","65.3","74.0","25.04","129.2","457.8"
"14493447974","2025-05-15 17:40:26","Vélo","Afternoon Ride","27.58","68.2","52.0","24.28","128.9","438.3"
"14522846082","2025-05-18 14:38:32","Course","Afternoon Run","5.01","26.9","5.0","11.21","155.7",""
"14532602961","2025-05-19 13:24:49","Vélo","Afternoon Ride","60.06","133.3","72.0","27.03","140.2","983.6"
"14544981374","2025-05-20 18:22:21","Course","Evening Run","5.0","26.6","5.0","11.28","153.1",""
"14554091721","2025-05-21 12:55:29","Vélo","Lunch Ride","60.01","136.9","78.0","26.31","134.1","981.5"
"14573395692","2025-05-23 15:50:50","Course","Afternoon Run","5.01","27.6","4.0","10.86","149.1",""
"14599442995","2025-05-26 07:26:04","Vélo","Morning Ride","27.22","65.2","75.0","25.07","124.9","453.9"
"14604802459","2025-05-26 16:46:16","Vélo","Afternoon Ride","27.72","67.2","52.0","24.73","122.4","447.6"
"14614711160","2025-05-27 16:55:01","Course","Afternoon Run","5.01","27.5","9.0","10.91","155.4","90.0"
"14630591354","2025-05-29 07:18:16","Vélo","Morning Ride","27.22","63.7","73.0","25.65","132.6","474.0"
"14635641627","2025-05-29 16:53:36","Vélo","Afternoon Ride","27.42","63.5","51.0","25.89","128.8","461.1"
"14651133016","2025-05-31 07:59:42","Course","Morning Run","5.0","29.2","10.0","10.29","151.0",""
"14672053344","2025-06-02 07:29:40","Vélo","Morning Ride","28.91","71.8","116.0","24.16","126.5","497.8"
"14676899230","2025-06-02 16:47:09","Vélo","Afternoon Ride","28.55","69.7","86.0","24.59","122.7","479.7"
"14688976480","2025-06-03 19:44:56","Course","Evening Run","5.0","27.4","4.0","10.96","160.8",""
"14693524987","2025-06-04 07:31:19","Vélo","Morning Ride","27.68","67.8","112.0","24.51","127.0","486.9"
"14698974983","2025-06-04 17:12:35","Vélo","Afternoon Ride","28.41","70.4","89.0","24.21","132.8","469.2"
"14723375973","2025-06-07 08:21:33","Course","Morning Run","5.0","28.7","7.0","10.47","148.1",""
"14743949688","2025-06-09 07:28:11","Vélo","Morning Ride","27.85","65.3","112.0","25.59","124.5","504.8"
"14749127994","2025-06-09 16:52:32","Vélo","Afternoon Ride","27.78","68.9","85.0","24.19","125.9","451.2"
"14759712492","2025-06-10 17:25:16","Course","Afternoon Run","5.0","27.5","7.0","10.9","158.2",""
"14765288953","2025-06-11 07:21:47","Vélo","Morning Ride","27.78","69.2","112.0","24.09","131.1","483.7"
"14771143773","2025-06-11 17:41:08","Vélo","Afternoon Ride","27.76","68.4","86.0","24.35","123.8","458.5"
"14796036803","2025-06-14 08:04:14","Course","Morning Run","5.0","28.3","5.0","10.59","153.5",""
"14816299065","2025-06-16 07:17:50","Vélo","Morning Ride","27.72","65.1","112.0","25.56","127.6","497.3"
"14821807630","2025-06-16 17:25:47","Vélo","Afternoon Ride","25.28","60.4","78.0","25.13","132.6","424.1"
"14832678844","2025-06-17 17:08:30","Course","Afternoon Run","5.02","27.8","10.0","10.82","154.3",""
"14838153827","2025-06-18 06:59:14","Vélo","Morning Ride","27.72","63.0","112.0","26.39","128.3","514.6"
"14843605075","2025-06-18 16:39:45","Vélo","Afternoon Ride","27.84","65.3","85.0","25.58","130.6","479.9"
"14849109522","2025-06-19 07:22:38","Vélo","Morning Ride","27.75","68.3","112.0","24.39","126.9","475.2"
"14854617241","2025-06-19 16:56:42","Vélo","Afternoon Ride","30.81","73.3","93.0","25.22","131.6","528.4"
"14864529763","2025-06-20 19:14:16","Course","Evening Run","5.01","27.2","5.0","11.05","149.0",""
"14925911279","2025-06-26 16:11:46","Course","Afternoon Run","5.01","27.9","5.0","10.77","146.6",""
"14956482998","2025-06-29 15:12:50","Course","Afternoon Run","5.0","28.4","5.0","10.59","153.2",""
"14962007068","2025-06-30 08:13:20","Course","Morning Run","5.02","27.3","7.0","11.03","154.1",""
"14983480658","2025-07-02 07:32:23","Vélo","Morning Ride","27.14","62.9","73.0","25.91","134.5","474.9"
"15040754149","2025-07-07 20:17:55","Course","Evening Run","5.0","27.7","5.0","10.83","151.1",""
"15056833995","2025-07-09 07:24:59","Vélo","Morning Ride","27.43","62.1","74.0","26.5","139.3","492.8"
"15062632556","2025-07-09 17:32:27","Vélo","Afternoon Ride","27.52","61.9","56.0","26.68","141.0","467.3"
"15093302840","2025-07-12 13:49:25","Vélo","Afternoon Ride","60.18","132.4","73.0","27.27","147.8","988.7"
"15121239017","2025-07-15 07:21:58","Vélo","Morning Ride","27.44","62.5","75.0","26.33","135.2","488.7"
"15127028421","2025-07-15 16:59:24","Vélo","Afternoon Ride","27.24","63.2","58.0","25.87","143.7","472.6"
"15133140338","2025-07-16 07:39:44","Vélo","Morning Ride","27.37","64.5","74.0","25.48","129.5","476.2"
"15138133935","2025-07-16 16:14:36","Vélo","Afternoon Ride","27.61","68.5","57.0","24.19","134.3","440.4"
"15186095465","2025-07-21 07:11:56","Vélo","Morning Ride","27.28","65.8","74.0","24.87","133.0","460.1"
"15191638390","2025-07-21 17:09:01","Vélo","Afternoon Ride","27.44","62.0","55.0","26.56","130.9","485.6"
"15202806952","2025-07-22 16:38:09","Course","Afternoon Run","5.0","28.2","5.0","10.65","155.4",""
"15209594263","2025-07-23 08:04:47","Vélo","Morning Ride","27.49","63.0","75.0","26.18","133.1","487.4"
"15214672368","2025-07-23 16:09:54","Vélo","Afternoon Ride","27.55","64.5","56.0","25.62","132.8","455.1"
"15241403579","2025-07-26 07:56:22","Course","Morning Run","5.0","29.3","8.0","10.23","154.7",""
"15262897737","2025-07-28 07:13:51","Vélo","Morning Ride","27.45","64.7","75.0","25.45","126.5","464.8"
"15268187269","2025-07-28 16:38:42","Vélo","Afternoon Ride","27.6","66.5","59.0","24.89","135.9","445.5"
"15302821009","2025-07-31 18:27:58","Course","Evening Run","5.01","28.4","5.0","10.61","155.5",""
"15313861755","2025-08-01 20:50:22","Course","Evening Run","5.01","27.6","5.0","10.88","153.5",""
"15331724649","2025-08-03 09:28:42","Vélo","Morning Ride","26.61","64.5","80.0","24.77","132.1","473.7"
"15333396638","2025-08-03 12:08:38","Vélo","Lunch Ride","26.12","63.0","43.0","24.85","131.5","401.9"
"15381479618","2025-08-07 17:07:54","Course","Afternoon Run","5.0","28.1","5.0","10.71","154.7",""
"15404648270","2025-08-09 20:05:45","Course","Evening Run","5.02","27.7","5.0","10.89","156.7",""
"15483183108","2025-08-16 17:45:49","Course","Afternoon Run","5.0","28.3","5.0","10.62","158.0",""
"15504050047","2025-08-18 14:15:30","Course","Afternoon Run","5.0","28.6","5.0","10.51","157.4",""
"15539359865","2025-08-21 13:42:48","Vélo","Afternoon Ride","50.02","106.7","54.0","28.14","143.0","859.6"
"15550353194","2025-08-22 15:12:18","Course","Afternoon Run","5.01","28.3","5.0","10.62","150.9",""
"15597556731","2025-08-26 13:59:46","Vélo","Afternoon Ride","80.01","169.0","102.0","28.41","143.6","1391.9"
"15611675199","2025-08-27 22:14:01","Course","Night Run","5.0","27.0","5.0","11.12","148.6",""
"15629684702","2025-08-29 14:22:54","Course","Afternoon Run","10.01","58.7","6.0","10.23","158.1",""
"15654796574","2025-08-31 21:01:04","Course","Night Run","5.01","27.6","5.0","10.9","157.0",""
"15677456155","2025-09-02 19:48:45","Course","Evening Run","5.0","29.1","4.0","10.3","149.6",""
"15694023793","2025-09-04 07:21:47","Vélo","Morning Ride","27.49","64.6","77.0","25.55","134.6","484.3"
"15699489991","2025-09-04 16:28:51","Vélo","Afternoon Ride","27.34","68.3","54.0","24.01","141.1","428.9"
"15732114728","2025-09-07 12:14:58","Course","Lunch Run","10.01","57.6","6.0","10.42","156.3",""
"15813226521","2025-09-14 11:46:54","Vélo","Lunch Ride","100.02","220.1","132.0","27.26","144.6","1657.9"
"15826134246","2025-09-15 22:07:28","Course","Night Run","5.01","28.7","5.0","10.47","147.0",""
"15841853517","2025-09-17 07:16:21","Vélo","Morning Ride","27.65","65.8","78.0","25.2","135.5","484.9"
"15848516840","2025-09-17 17:32:09","Vélo","Afternoon Ride","27.27","63.9","49.0","25.6","133.0","454.7"
"15891953003","2025-09-21 14:11:42","Course","Afternoon Run","5.0","28.1","4.0","10.7","157.6",""
"15922943171","2025-09-24 11:34:46","Course","Lunch Run","10.0","56.6","6.0","10.61","158.5",""
"15937641574","2025-09-25 19:46:33","Course","Evening Run","5.01","27.5","5.0","10.92","160.1",""
"15971133114","2025-09-28 20:52:08","Course","Evening Run","5.0","27.8","5.0","10.78","151.2",""
"15974641383","2025-09-29 06:59:34","Vélo","Morning Ride","27.12","64.2","76.0","25.35","135.9","476.3"
"15980009319","2025-09-29 16:16:34","Vélo","Afternoon Ride","27.6","65.7","50.0","25.22","135.0","450.5"
"16045876524","2025-10-05 13:15:15","Vélo","Afternoon Ride","64.97","140.5","85.0","27.75","140.7","1106.0"
"16058074604","2025-10-06 20:50:40","Course","Evening Run","5.01","28.8","5.0","10.44","147.2",""
"16133200495","2025-10-13 21:24:54","Course","Night Run","5.0","27.8","5.0","10.81","151.1",""
"16196892834","2025-10-19 21:06:15","Course","Night Run","10.0","57.4","6.0","10.45","157.6",""
"16217716075","2025-10-21 21:37:58","Course","Night Run","5.0","28.6","5.0","10.49","154.0",""
"16237900020","2025-10-23 21:29:16","Course","Night Run","10.0","56.2","6.0","10.68","155.8",""
"16267740819","2025-10-26 21:50:46","Course","Night Run","5.01","27.4","5.0","10.95","153.1",""
"16284011138","2025-10-28 12:47:05","Course","Lunch Run","10.01","57.6","6.0","10.43","154.8",""
"16308206867","2025-10-30 22:06:06","Course","Night Run","5.02","27.4","5.0","11.0","155.4",""
"16359311798","2025-11-04 22:12:08","Course","Night Run","5.01","28.1","5.0","10.68","150.0",""
"16379921881","2025-11-06 20:36:36","Course","Evening Run","5.0","27.6","5.0","10.88","152.4",""
"16409201766","2025-11-09 16:30:16","Course","Afternoon Run","5.01","27.7","5.0","10.84","153.6",""
"16416336878","2025-11-10 12:15:20","Course","Lunch Run","10.01","57.1","6.0","10.52","150.8",""
"16524137531","2025-11-21 08:15:04","Course","Morning Run","5.03","30.4","11.0","9.9","154.4",""
"16548853902","2025-11-23 20:34:05","Course","Evening Run","5.01","28.3","5.0","10.64","153.4",""
"16566672881","2025-11-25 21:46:56","Course","Course à pied dans l'après-midi","5.0","28.3","0","10.59","",""
"16587342533","2025-11-27 18:38:40","Course","Evening Run","5.01","26.9","5.0","11.19","",""
"16604828088","2025-11-29 18:26:38","Course","Evening Run","5.01","27.6","5.0","10.89","",""
"16615341569","2025-11-30 21:03:27","Course","Night Run","5.01","29.1","5.0","10.32","",""
"16632804335","2025-12-02 16:15:18","Course","Afternoon Run","5.01","31.0","10.0","9.69","",""
"16651640734","2025-12-04 15:49:53","Course","Afternoon Run","5.02","28.1","3.0","10.7","",""
"16699532491","2025-12-09 20:02:52","Course","Evening Run","5.01","28.2","5.0","10.68","154.4",""
"16744532952","2025-12-14 16:46:39","Course","Afternoon Run","5.01","29.4","4.0","10.23","148.9",""
"16763014204","2025-12-16 18:34:42","Course","Evening Run","5.01","28.4","5.0","10.6","151.4",""
"16788486794","2025-12-19 17:46:27","Course","Afternoon Run","5.01","28.8","5.0","10.43","146.0",""
"16815060700","2025-12-22 17:09:06","Course","Afternoon Run","5.01","28.9","5.0","10.39","148.3",""
"16884059842","2025-12-30 08:57:42","Course","Morning Run","0.09","0.6","0.0","9.14","",""
"16913823954","2026-01-02 10:20:16","Course","Morning Run","5.01","29.8","5.0","10.08","156.8",""
"16939501952","2026-01-04 16:16:59","Course","Afternoon Run","5.0","30.4","5.0","9.86","146.5",""
"16958718720","2026-01-06 11:57:21","Course","Lunch Run","5.01","28.9","5.0","10.4","160.1",""
"16984884432","2026-01-08 18:26:11","Course","Evening Run","5.0","28.3","3.0","10.61","154.3",""
"17006981843","2026-01-10 20:16:50","Course","Evening Run","5.02","29.0","5.0","10.38","152.7",""
"17042339289","2026-01-13 21:12:24","Course","Night Run","5.0","30.0","4.0","10.02","149.8",""
"17064058705","2026-01-15 17:54:27","Course","Afternoon Run","5.01","29.6","5.0","10.17","152.9",""
"17087806992","2026-01-17 21:44:00","Course","Night Run","5.02","30.1","5.0","10.0","147.3",""
"17133377648","2026-01-21 18:18:49","Course","Evening Run","5.01","28.1","5.0","10.68","157.2",""
"17189586291","2026-01-26 21:42:35","Course","Night Run","5.01","30.1","5.0","9.98","149.5",""
"17212033428","2026-01-28 19:35:18","Course","Evening Run","5.01","31.7","7.0","9.47","154.2",""
"17222862604","2026-01-29 19:23:18","Course","Evening Run","5.01","29.6","5.0","10.18","150.0",""
"17253824794","2026-02-01 14:01:25","Course","Afternoon Run","5.01","30.5","8.0","9.84","152.7",""
"17290692046","2026-02-04 20:04:14","Course","Evening Run","5.01","28.6","5.0","10.49","151.4",""
"17323054373","2026-02-07 19:07:21","Course","Evening Run","5.01","29.2","4.0","10.28","154.4",""
"17346087941","2026-02-09 20:43:03","Course","Evening Run","5.02","28.6","5.0","10.51","152.2",""
"17357727305","2026-02-10 19:49:08","Course","Evening Run","5.01","31.4","5.0","9.59","154.4",""
"17409746679","2026-02-15 14:14:12","Course","Afternoon Run","5.0","29.2","0.0","10.28","154.5",""
"17434780226","2026-02-17 20:44:40","Course","Evening Run","5.01","29.2","5.0","10.29","149.8",""
"17513240717","2026-02-24 20:38:21","Course","Evening Run","5.02","27.8","5.0","10.83","154.6",""
"17558599786","2026-02-28 18:08:02","Course","Evening Run","5.01","29.2","5.0","10.31","155.3",""
"17630972211","2026-03-06 21:25:01","Course","Night Run","4.02","22.8","5.0","10.59","156.3",""
"17631003399","2026-03-06 21:49:36","Course","Night Run","1.0","6.0","0.0","10.02","159.6",""
"17736664189","2026-03-15 16:56:15","Course","Afternoon Run","5.01","30.5","4.0","9.86","154.8",""
"17746990599","2026-03-16 16:47:20","Course","Afternoon Run","5.0","29.0","5.0","10.34","162.3",""
"17785447036","2026-03-19 18:56:49","Course","Evening Run","5.02","29.4","5.0","10.24","154.7",""
"17820332305","2026-03-22 14:00:52","Course","Afternoon Run","5.01","31.5","0.0","9.55","151.3",""
